sku,price,price_tienda,price_tarjeta,retail,date,time
127502,3.8,4.0,,vivanda,2022-08-22,00:00
20280278,6.5,6.5,,vivanda,2022-08-22,00:00
20098161,7.4,7.4,,vivanda,2022-08-22,00:00
20280131,18.0,18.0,,vivanda,2022-08-22,00:00
K0000001647,14.9,19.0,,vivanda,2022-08-22,00:00
K0000001646,,18.4,,vivanda,2022-08-22,00:00
20030548,5.5,5.5,,vivanda,2022-08-22,00:00
1642,,,,vivanda,2022-08-22,00:00
960774,,,,vivanda,2022-08-22,00:00
1643,,,,vivanda,2022-08-22,00:00
20260731,,,,vivanda,2022-08-22,00:00
20162329,5.19,5.19,,vivanda,2022-08-22,00:00
20162328,4.69,4.69,,vivanda,2022-08-22,00:00
20162336,5.19,5.19,,vivanda,2022-08-22,00:00
20162330,4.19,4.19,,vivanda,2022-08-22,00:00
1054294003,4.1,4.1,,vivanda,2022-08-22,00:00
42454313,17.9,29.9,,tottus,2022-08-22,00:00
42112658,,,,tottus,2022-08-22,00:00
40632060,0.69,0.7,,tottus,2022-08-22,00:00
42132081,,,,tottus,2022-08-22,00:00
40617105,4.6,4.9,,tottus,2022-08-22,00:00
10161800,,,,tottus,2022-08-22,00:00
10160808,,,,tottus,2022-08-22,00:00
42259096,,,,tottus,2022-08-22,00:00
10162797,,,,tottus,2022-08-22,00:00
40955203,4.68,5.5,,tottus,2022-08-22,00:00
41674690,,,,tottus,2022-08-22,00:00
41674682,,,,tottus,2022-08-22,00:00
10162585,,,,tottus,2022-08-22,00:00
41674687,,,,tottus,2022-08-22,00:00
10161865,6.72,7.9,,tottus,2022-08-22,00:00
10162579,6.5,7.8,,tottus,2022-08-22,00:00
10161905,,,,tottus,2022-08-22,00:00
10162588,7.5,8.0,,tottus,2022-08-22,00:00
10162777,,,,tottus,2022-08-22,00:00
10162580,8.95,9.9,,tottus,2022-08-22,00:00
10162738,,,,tottus,2022-08-22,00:00
10162762,,,,tottus,2022-08-22,00:00
20091740,,,,tottus,2022-08-22,00:00
10162612,,,,tottus,2022-08-22,00:00
10162039,1.99,2.5,,tottus,2022-08-22,00:00
42752782,4.6,5.0,,tottus,2022-08-22,00:00
42691567,,,,tottus,2022-08-22,00:00
42007861,5.8,6.9,,tottus,2022-08-22,00:00
10162794,,,,tottus,2022-08-22,00:00
42708244,,,,tottus,2022-08-22,00:00
42708243,,,,tottus,2022-08-22,00:00
10162544,,,,tottus,2022-08-22,00:00
10184084,,,,tottus,2022-08-22,00:00
41231058,,,,tottus,2022-08-22,00:00
10161826,7.57,8.9,,tottus,2022-08-22,00:00
41859506,,,,tottus,2022-08-22,00:00
41674683,,,,tottus,2022-08-22,00:00
10162549,,,,tottus,2022-08-22,00:00
10162605,,,,tottus,2022-08-22,00:00
41231060,,,,tottus,2022-08-22,00:00
10162557,,,,tottus,2022-08-22,00:00
10162538,,,,tottus,2022-08-22,00:00
10162830,6.4,7.9,,tottus,2022-08-22,00:00
42132083,,,,tottus,2022-08-22,00:00
10161810,7.61,8.95,,tottus,2022-08-22,00:00
41305360,5.87,6.9,,tottus,2022-08-22,00:00
10161782,8.5,8.59,,tottus,2022-08-22,00:00
41674689,,,,tottus,2022-08-22,00:00
40940136,,,,tottus,2022-08-22,00:00
20075996,,,,tottus,2022-08-22,00:00
42333424,,,,tottus,2022-08-22,00:00
42519002,5.85,6.5,,tottus,2022-08-22,00:00
42585425,8.42,9.9,,tottus,2022-08-22,00:00
42519001,,,,tottus,2022-08-22,00:00
42518390,,,,tottus,2022-08-22,00:00
41021994,,,,tottus,2022-08-22,00:00
41129317,,,,tottus,2022-08-22,00:00
41129313,,,,tottus,2022-08-22,00:00
40661998,,,,tottus,2022-08-22,00:00
40744165,8.42,9.9,,tottus,2022-08-22,00:00
40662006,,,,tottus,2022-08-22,00:00
41674676,,,,tottus,2022-08-22,00:00
41129316,,,,tottus,2022-08-22,00:00
41674675,,,,tottus,2022-08-22,00:00
41129315,,,,tottus,2022-08-22,00:00
40662005,,,,tottus,2022-08-22,00:00
40662004,,,,tottus,2022-08-22,00:00
41807558,14.87,17.49,,tottus,2022-08-22,00:00
41279659,4.68,5.5,,tottus,2022-08-22,00:00
41129312,,,,tottus,2022-08-22,00:00
41021995,,,,tottus,2022-08-22,00:00
40662001,,,,tottus,2022-08-22,00:00
41129310,,,,tottus,2022-08-22,00:00
42518389,,,,tottus,2022-08-22,00:00
41129314,,,,tottus,2022-08-22,00:00
40661996,,,,tottus,2022-08-22,00:00
42691570,18.9,19.9,,tottus,2022-08-22,00:00
40661997,,,,tottus,2022-08-22,00:00
42596893,4.9,5.2,,tottus,2022-08-22,00:00
42596891,,,,tottus,2022-08-22,00:00
42518394,6.5,7.0,,tottus,2022-08-22,00:00
42642811,2.39,2.95,,tottus,2022-08-22,00:00
41674677,,,,tottus,2022-08-22,00:00
42569401,4.5,5.5,,tottus,2022-08-22,00:00
40968217,,,,tottus,2022-08-22,00:00
40662000,,,,tottus,2022-08-22,00:00
41674257,,,,tottus,2022-08-22,00:00
41304854,,,,tottus,2022-08-22,00:00
40354150,6.3,6.55,,tottus,2022-08-22,00:00
40354154,,,,tottus,2022-08-22,00:00
41898134,5.25,5.6,,tottus,2022-08-22,00:00
41076342,,,,tottus,2022-08-22,00:00
41674255,5.7,5.85,,tottus,2022-08-22,00:00
41076349,,,,tottus,2022-08-22,00:00
41076348,,,,tottus,2022-08-22,00:00
41076337,8.85,9.2,,tottus,2022-08-22,00:00
41076343,,,,tottus,2022-08-22,00:00
41076347,,,,tottus,2022-08-22,00:00
41076351,,,,tottus,2022-08-22,00:00
41898130,,,,tottus,2022-08-22,00:00
42143380,,,,tottus,2022-08-22,00:00
41076341,,,,tottus,2022-08-22,00:00
41076333,,,,tottus,2022-08-22,00:00
41076353,,,,tottus,2022-08-22,00:00
42259102,,,,tottus,2022-08-22,00:00
41898133,5.0,5.1,,tottus,2022-08-22,00:00
42642813,16.55,16.95,,tottus,2022-08-22,00:00
42642814,16.55,16.95,,tottus,2022-08-22,00:00
10163014,2.09,2.39,,tottus,2022-08-22,00:00
42132090,2.79,5.9,,tottus,2022-08-22,00:00
40643098,1.19,1.49,,tottus,2022-08-22,00:00
10163013,,,,tottus,2022-08-22,00:00
42522675,7.9,8.09,,tottus,2022-08-22,00:00
40953455,4.2,4.4,,tottus,2022-08-22,00:00
40953460,3.95,4.4,,tottus,2022-08-22,00:00
42259094,,,,tottus,2022-08-22,00:00
40968215,,,,tottus,2022-08-22,00:00
41076332,,,,tottus,2022-08-22,00:00
42259092,4.9,5.9,,tottus,2022-08-22,00:00
10162112,3.65,4.2,,tottus,2022-08-22,00:00
42259104,,,,tottus,2022-08-22,00:00
10162075,4.6,6.0,,tottus,2022-08-22,00:00
42030727,,,,tottus,2022-08-22,00:00
42522674,5.1,5.7,,tottus,2022-08-22,00:00
42569402,6.6,6.9,,tottus,2022-08-22,00:00
42401488,2.39,2.49,,tottus,2022-08-22,00:00
10162986,,,,tottus,2022-08-22,00:00
40643097,1.19,1.49,,tottus,2022-08-22,00:00
10162945,,,,tottus,2022-08-22,00:00
10162966,,,,tottus,2022-08-22,00:00
10164221,2.39,2.6,,tottus,2022-08-22,00:00
10162937,1.09,1.29,,tottus,2022-08-22,00:00
42259095,,,,tottus,2022-08-22,00:00
10164015,5.0,5.9,,tottus,2022-08-22,00:00
10162998,0.99,1.19,,tottus,2022-08-22,00:00
10162971,16.45,18.9,,tottus,2022-08-22,00:00
40643100,,,,tottus,2022-08-22,00:00
10162976,,,,tottus,2022-08-22,00:00
10162060,8.69,9.9,,tottus,2022-08-22,00:00
42132092,2.69,3.0,,tottus,2022-08-22,00:00
10164958,3.1,4.3,,tottus,2022-08-22,00:00
42642827,,,,tottus,2022-08-22,00:00
10163001,,,,tottus,2022-08-22,00:00
10162047,,,,tottus,2022-08-22,00:00
10164962,,,,tottus,2022-08-22,00:00
41076339,8.75,9.05,,tottus,2022-08-22,00:00
42122722,,,,tottus,2022-08-22,00:00
42122724,,,,tottus,2022-08-22,00:00
42132093,,,,tottus,2022-08-22,00:00
10162977,,,,tottus,2022-08-22,00:00
40350582,3.39,4.7,,tottus,2022-08-22,00:00
41041148,,,,tottus,2022-08-22,00:00
40354147,4.8,5.0,,tottus,2022-08-22,00:00
10162911,4.9,5.7,,tottus,2022-08-22,00:00
10162967,,,,tottus,2022-08-22,00:00
42522671,,,,tottus,2022-08-22,00:00
42497598,,,,tottus,2022-08-22,00:00
10162991,,,,tottus,2022-08-22,00:00
42132095,2.89,4.9,,tottus,2022-08-22,00:00
41041149,,,,tottus,2022-08-22,00:00
10162988,,,,tottus,2022-08-22,00:00
10163681,6.95,7.4,,tottus,2022-08-22,00:00
10308497,,,,tottus,2022-08-22,00:00
40639620,6.15,6.25,,tottus,2022-08-22,00:00
10165922,4.4,7.95,,tottus,2022-08-22,00:00
10308498,,,,tottus,2022-08-22,00:00
10164435,22.55,22.7,,tottus,2022-08-22,00:00
10220193,,,,tottus,2022-08-22,00:00
41351924,,,,tottus,2022-08-22,00:00
41351927,,,,tottus,2022-08-22,00:00
41351926,,,,tottus,2022-08-22,00:00
10163746,,,,tottus,2022-08-22,00:00
42122721,,,,tottus,2022-08-22,00:00
10164376,1.49,1.69,,tottus,2022-08-22,00:00
10164456,,,,tottus,2022-08-22,00:00
10223542,4.4,4.5,,tottus,2022-08-22,00:00
10399262,,,,tottus,2022-08-22,00:00
10162961,5.9,6.2,,tottus,2022-08-22,00:00
10164432,,,,tottus,2022-08-22,00:00
40940135,,,,tottus,2022-08-22,00:00
41697317,,,,tottus,2022-08-22,00:00
41697316,,,,tottus,2022-08-22,00:00
41697318,,,,tottus,2022-08-22,00:00
41697315,,,,tottus,2022-08-22,00:00
41543965,,,,tottus,2022-08-22,00:00
42313926,,,,tottus,2022-08-22,00:00
42313925,,,,tottus,2022-08-22,00:00
41674678,,,,tottus,2022-08-22,00:00
41238371,,,,tottus,2022-08-22,00:00
41714252,,,,tottus,2022-08-22,00:00
40531199,,,,tottus,2022-08-22,00:00
40475162,,,,tottus,2022-08-22,00:00
41238367,,,,tottus,2022-08-22,00:00
41125479,,,,tottus,2022-08-22,00:00
40728135,184.9,189.9,,tottus,2022-08-22,00:00
41944508,,,,tottus,2022-08-22,00:00
40250154,,,,tottus,2022-08-22,00:00
40475168,,,,tottus,2022-08-22,00:00
41238366,,,,tottus,2022-08-22,00:00
41682701,,,,tottus,2022-08-22,00:00
40827020,,,,tottus,2022-08-22,00:00
40959355,,,,tottus,2022-08-22,00:00
41132055,,,,tottus,2022-08-22,00:00
41710967,24.45,48.9,,tottus,2022-08-22,00:00
40564094,,,,tottus,2022-08-22,00:00
42454320,,,,tottus,2022-08-22,00:00
40134536,25.9,29.9,,tottus,2022-08-22,00:00
40748316,,,,tottus,2022-08-22,00:00
42117280,,,,tottus,2022-08-22,00:00
42454317,26.9,29.9,,tottus,2022-08-22,00:00
40129424,32.9,39.9,,tottus,2022-08-22,00:00
41938103,,,,tottus,2022-08-22,00:00
40141083,34.9,37.5,,tottus,2022-08-22,00:00
41976208,,,,tottus,2022-08-22,00:00
42033768,17.36,21.7,,tottus,2022-08-22,00:00
41865408,,,,tottus,2022-08-22,00:00
42129501,,,,tottus,2022-08-22,00:00
42033767,10.9,12.5,,tottus,2022-08-22,00:00
10471760,35.9,38.6,,tottus,2022-08-22,00:00
40441645,23.9,24.6,,tottus,2022-08-22,00:00
41225358,,,,tottus,2022-08-22,00:00
41871738,,,,tottus,2022-08-22,00:00
41436391,,,,tottus,2022-08-22,00:00
42419535,12.53,17.9,,tottus,2022-08-22,00:00
42045574,,,,tottus,2022-08-22,00:00
41653164,,,,tottus,2022-08-22,00:00
41746236,,,,tottus,2022-08-22,00:00
41976207,,,,tottus,2022-08-22,00:00
41976210,32.9,36.8,,tottus,2022-08-22,00:00
41609619,,,,tottus,2022-08-22,00:00
42576061,,,,tottus,2022-08-22,00:00
42576059,,,,tottus,2022-08-22,00:00
10236093,,,,tottus,2022-08-22,00:00
42127337,,,,tottus,2022-08-22,00:00
42127338,,,,tottus,2022-08-22,00:00
42122739,,,,tottus,2022-08-22,00:00
42122741,,,,tottus,2022-08-22,00:00
20049010,,,,tottus,2022-08-22,00:00
41377495,,,,tottus,2022-08-22,00:00
40567091,5.5,6.0,,tottus,2022-08-22,00:00
42673605,,,,tottus,2022-08-22,00:00
41436291,,,,tottus,2022-08-22,00:00
42151663,,,,tottus,2022-08-22,00:00
41699570,8.0,10.5,,tottus,2022-08-22,00:00
41240608,,,,tottus,2022-08-22,00:00
41855541,,,,tottus,2022-08-22,00:00
10175386,,,,tottus,2022-08-22,00:00
40838723,,,,tottus,2022-08-22,00:00
42177179,,,,tottus,2022-08-22,00:00
42388830,,,,tottus,2022-08-22,00:00
42673584,,,,tottus,2022-08-22,00:00
10289999,,,,tottus,2022-08-22,00:00
40347707,,,,tottus,2022-08-22,00:00
10175618,,,,tottus,2022-08-22,00:00
10175630,,,,tottus,2022-08-22,00:00
41880423,,,,tottus,2022-08-22,00:00
41903972,9.9,10.9,,tottus,2022-08-22,00:00
41619030,,,,tottus,2022-08-22,00:00
41619027,,,,tottus,2022-08-22,00:00
41619029,,,,tottus,2022-08-22,00:00
41619028,,,,tottus,2022-08-22,00:00
40680885,,,,tottus,2022-08-22,00:00
40680869,3.9,3.99,,tottus,2022-08-22,00:00
40593604,,,,tottus,2022-08-22,00:00
40680882,5.9,5.99,,tottus,2022-08-22,00:00
40680859,,,,tottus,2022-08-22,00:00
40593603,,,,tottus,2022-08-22,00:00
40680870,5.9,5.99,,tottus,2022-08-22,00:00
41495908,,,,tottus,2022-08-22,00:00
41742592,,,,tottus,2022-08-22,00:00
40680883,9.9,9.99,,tottus,2022-08-22,00:00
42673604,,,,tottus,2022-08-22,00:00
20021178,4.9,4.99,,tottus,2022-08-22,00:00
40593609,,,,tottus,2022-08-22,00:00
40680868,,,,tottus,2022-08-22,00:00
40680877,,,,tottus,2022-08-22,00:00
40296191,5.9,5.99,,tottus,2022-08-22,00:00
40680879,,,,tottus,2022-08-22,00:00
40680884,,,,tottus,2022-08-22,00:00
42479659,,,6.5 CMR,tottus,2022-08-22,00:00
42479660,,,6.5 CMR,tottus,2022-08-22,00:00
42479658,,,6.5 CMR,tottus,2022-08-22,00:00
42673601,,,,tottus,2022-08-22,00:00
42673603,,,,tottus,2022-08-22,00:00
42673602,,,,tottus,2022-08-22,00:00
40564860,,,,tottus,2022-08-22,00:00
42001761,,,,tottus,2022-08-22,00:00
42001760,,,,tottus,2022-08-22,00:00
10172138,,,,tottus,2022-08-22,00:00
41971624,,,,tottus,2022-08-22,00:00
42001768,,,,tottus,2022-08-22,00:00
42001769,,,,tottus,2022-08-22,00:00
42001771,,,,tottus,2022-08-22,00:00
42001770,,,,tottus,2022-08-22,00:00
10162601,11.5,14.89,,tottus,2022-08-22,00:00
42546656,,,,tottus,2022-08-22,00:00
40441291,,,,tottus,2022-08-22,00:00
41972633,169.9,239.9,129.9 CMR,tottus,2022-08-22,00:00
42201571,,,,tottus,2022-08-22,00:00
42642810,,,,tottus,2022-08-22,00:00
42497609,3.69,5.5,,tottus,2022-08-22,00:00
42497600,3.65,4.49,,tottus,2022-08-22,00:00
956901,17.99,,,metro,2022-08-22,00:00
486980003,9.4,,,metro,2022-08-22,00:00
455433,45.0,,,metro,2022-08-22,00:00
264046,1.3,,,metro,2022-08-22,00:00
27437,9.6,10.2,,metro,2022-08-22,00:00
720600,14.5,18.4,,metro,2022-08-22,00:00
938428,,,,metro,2022-08-22,00:00
53449001,6.1,,,metro,2022-08-22,00:00
168758005,7.0,,,metro,2022-08-22,00:00
886893,1.0,,,metro,2022-08-22,00:00
103487003,7.5,,,metro,2022-08-22,00:00
765238,26.4,,,metro,2022-08-22,00:00
48406006,3.92,4.9,,metro,2022-08-22,00:00
48406007,3.92,4.9,,metro,2022-08-22,00:00
419904,14.9,,,metro,2022-08-22,00:00
360957,36.3,,,metro,2022-08-22,00:00
720599,8.0,9.8,,metro,2022-08-22,00:00
48406005,3.92,4.9,,metro,2022-08-22,00:00
48407002,3.92,4.9,,metro,2022-08-22,00:00
48407001,3.92,4.9,,metro,2022-08-22,00:00
59429003,,,,metro,2022-08-22,00:00
890743,9.6,,,metro,2022-08-22,00:00
4426,12.9,,,metro,2022-08-22,00:00
574660,3.4,,,metro,2022-08-22,00:00
924648,4.5,,,metro,2022-08-22,00:00
770751,5.9,,,metro,2022-08-22,00:00
770750,5.9,,,metro,2022-08-22,00:00
770749,5.9,,,metro,2022-08-22,00:00
768818,23.9,,,metro,2022-08-22,00:00
779257,6.2,,,metro,2022-08-22,00:00
770752,5.9,,,metro,2022-08-22,00:00
768822,9.5,,,metro,2022-08-22,00:00
768820,23.9,,,metro,2022-08-22,00:00
768819,23.9,,,metro,2022-08-22,00:00
723877,13.9,16.5,,metro,2022-08-22,00:00
567115,10.99,,,metro,2022-08-22,00:00
221023,10.49,12.5,,metro,2022-08-22,00:00
499807,9.9,,,metro,2022-08-22,00:00
722224,,,,metro,2022-08-22,00:00
417511,11.99,,,metro,2022-08-22,00:00
417510,,,,metro,2022-08-22,00:00
388939,,,,metro,2022-08-22,00:00
499806,9.2,,,metro,2022-08-22,00:00
531570,9.49,,,metro,2022-08-22,00:00
531569,11.9,,,metro,2022-08-22,00:00
499805,12.2,,,metro,2022-08-22,00:00
499774,9.2,,,metro,2022-08-22,00:00
429019,8.6,,,metro,2022-08-22,00:00
422701,4.6,,,metro,2022-08-22,00:00
417505,,,,metro,2022-08-22,00:00
20181,8.49,,,metro,2022-08-22,00:00
67285,0.79,0.99,,metro,2022-08-22,00:00
425392,,,,metro,2022-08-22,00:00
158475,4.89,,,metro,2022-08-22,00:00
710520,14.99,,,metro,2022-08-22,00:00
71762,4.79,5.49,,metro,2022-08-22,00:00
71767,6.99,,,metro,2022-08-22,00:00
710522,5.79,,,metro,2022-08-22,00:00
480856,12.2,,,metro,2022-08-22,00:00
71090,4.99,,,metro,2022-08-22,00:00
190508,2.69,3.49,,metro,2022-08-22,00:00
67284,8.49,8.99,,metro,2022-08-22,00:00
71765,6.99,,,metro,2022-08-22,00:00
959984,12.99,,,metro,2022-08-22,00:00
413680,1.99,,,metro,2022-08-22,00:00
71554,8.29,8.99,,metro,2022-08-22,00:00
287,9.99,,,metro,2022-08-22,00:00
959979,12.99,,,metro,2022-08-22,00:00
71768,8.49,,,metro,2022-08-22,00:00
417506,6.8,,,metro,2022-08-22,00:00
4080,3.49,,,metro,2022-08-22,00:00
758487,14.99,,,metro,2022-08-22,00:00
14148,9.99,,,metro,2022-08-22,00:00
71557,6.9,,,metro,2022-08-22,00:00
404083,19.9,,,metro,2022-08-22,00:00
789671,9.99,10.99,,metro,2022-08-22,00:00
71763,15.99,17.69,,metro,2022-08-22,00:00
710521,4.9,,,metro,2022-08-22,00:00
756643,,,,metro,2022-08-22,00:00
722226,5.4,,,metro,2022-08-22,00:00
765237,21.0,,,metro,2022-08-22,00:00
956498,8.6,,,metro,2022-08-22,00:00
417504,9.2,,,metro,2022-08-22,00:00
942985,14.49,,,metro,2022-08-22,00:00
789673,14.49,15.9,,metro,2022-08-22,00:00
73246,8.49,,,metro,2022-08-22,00:00
953942,9.9,,,metro,2022-08-22,00:00
921460,12.2,,,metro,2022-08-22,00:00
736691001,4.0,,,metro,2022-08-22,00:00
921459,19.9,,,metro,2022-08-22,00:00
72499,2.99,4.69,,metro,2022-08-22,00:00
67280,2.99,3.59,,metro,2022-08-22,00:00
71091,11.49,,,metro,2022-08-22,00:00
163004,5.69,,,metro,2022-08-22,00:00
71764,7.99,,,metro,2022-08-22,00:00
504376,19.9,,,metro,2022-08-22,00:00
152606,1.99,2.89,,metro,2022-08-22,00:00
67286,9.99,13.99,,metro,2022-08-22,00:00
72536,5.49,,,metro,2022-08-22,00:00
71555,11.49,,,metro,2022-08-22,00:00
286,6.29,6.99,,metro,2022-08-22,00:00
352599,4.29,4.7,,metro,2022-08-22,00:00
959843,6.59,,,metro,2022-08-22,00:00
72507,8.49,,,metro,2022-08-22,00:00
71093,7.69,,,metro,2022-08-22,00:00
940937,11.5,,,metro,2022-08-22,00:00
898342,,,,metro,2022-08-22,00:00
765236,11.99,,,metro,2022-08-22,00:00
71607,5.39,5.89,,metro,2022-08-22,00:00
940952,19.9,,,metro,2022-08-22,00:00
940941,11.5,,,metro,2022-08-22,00:00
940934,11.5,,,metro,2022-08-22,00:00
430576,,,,metro,2022-08-22,00:00
95623,2.99,3.69,,metro,2022-08-22,00:00
702142,13.99,14.99,,metro,2022-08-22,00:00
735429,2.99,,,metro,2022-08-22,00:00
898339,6.59,,,metro,2022-08-22,00:00
940940,11.5,,,metro,2022-08-22,00:00
940936,11.5,,,metro,2022-08-22,00:00
898343,6.59,,,metro,2022-08-22,00:00
543010,12.49,,,metro,2022-08-22,00:00
905959,6.5,,,metro,2022-08-22,00:00
508126,20.9,,,metro,2022-08-22,00:00
546404,9.9,11.9,,metro,2022-08-22,00:00
400490,15.99,,,metro,2022-08-22,00:00
508127,28.9,,,metro,2022-08-22,00:00
324727,11.99,,,metro,2022-08-22,00:00
324711,11.99,,,metro,2022-08-22,00:00
905956,7.4,,,metro,2022-08-22,00:00
463976,3.49,,,metro,2022-08-22,00:00
753135,8.3,8.9,,metro,2022-08-22,00:00
13965,5.5,6.2,,metro,2022-08-22,00:00
240039,9.7,,,metro,2022-08-22,00:00
4427,11.9,,,metro,2022-08-22,00:00
4088,7.5,,,metro,2022-08-22,00:00
324728,7.09,,,metro,2022-08-22,00:00
906066,8.9,,,metro,2022-08-22,00:00
4037,1.69,,,metro,2022-08-22,00:00
429099,,,,metro,2022-08-22,00:00
4011,2.39,,,metro,2022-08-22,00:00
4002,2.19,,,metro,2022-08-22,00:00
191169,3.19,,,metro,2022-08-22,00:00
4136,0.89,,,metro,2022-08-22,00:00
770970,,,,metro,2022-08-22,00:00
757183,5.9,7.6,,metro,2022-08-22,00:00
4048,,,,metro,2022-08-22,00:00
4135,0.99,,,metro,2022-08-22,00:00
84145,12.49,,,metro,2022-08-22,00:00
71424,4.29,,,metro,2022-08-22,00:00
4162,4.6,,,metro,2022-08-22,00:00
4003,4.39,,,metro,2022-08-22,00:00
72504,4.69,,,metro,2022-08-22,00:00
4006,0.69,,,metro,2022-08-22,00:00
4183,2.99,,,metro,2022-08-22,00:00
4018,5.49,,,metro,2022-08-22,00:00
353681,17.4,,,metro,2022-08-22,00:00
946451,5.5,6.9,,metro,2022-08-22,00:00
79607,3.99,6.49,,metro,2022-08-22,00:00
4050,2.99,3.19,,metro,2022-08-22,00:00
946447,3.6,,,metro,2022-08-22,00:00
946452,4.5,5.5,,metro,2022-08-22,00:00
946449,6.3,,,metro,2022-08-22,00:00
943767,,,,metro,2022-08-22,00:00
943765,6.8,,,metro,2022-08-22,00:00
45560,,,,metro,2022-08-22,00:00
946448,2.2,3.2,,metro,2022-08-22,00:00
427451,10.99,,,metro,2022-08-22,00:00
574798,,,,metro,2022-08-22,00:00
773514,3.9,4.8,,metro,2022-08-22,00:00
63105,9.79,,,metro,2022-08-22,00:00
844123,3.99,,,plaza_vea,2022-08-22,00:00
60769,3.49,,,plaza_vea,2022-08-22,00:00
60288,3.69,,,plaza_vea,2022-08-22,00:00
48739,3.49,,,plaza_vea,2022-08-22,00:00
20017639,3.09,,,plaza_vea,2022-08-22,00:00
993908,3.1,,,plaza_vea,2022-08-22,00:00
987359,2.79,,,plaza_vea,2022-08-22,00:00
60523,7.69,,,plaza_vea,2022-08-22,00:00
60493,3.39,,,plaza_vea,2022-08-22,00:00
59305,5.19,,,plaza_vea,2022-08-22,00:00
20200727,6.5,,,plaza_vea,2022-08-22,00:00
60844,8.29,,,plaza_vea,2022-08-22,00:00
59961,4.9,,,plaza_vea,2022-08-22,00:00
58797,6.29,,,plaza_vea,2022-08-22,00:00
39038,6.8,,,plaza_vea,2022-08-22,00:00
29529,2.1,,,plaza_vea,2022-08-22,00:00
66278,6.4,,,plaza_vea,2022-08-22,00:00
61537,2.5,,,plaza_vea,2022-08-22,00:00
60530,1.6,,,plaza_vea,2022-08-22,00:00
59237,14.49,,,plaza_vea,2022-08-22,00:00
59053,8.9,,,plaza_vea,2022-08-22,00:00
58964,2.8,,,plaza_vea,2022-08-22,00:00
28509,2.39,,,plaza_vea,2022-08-22,00:00
180160,3.6,,,plaza_vea,2022-08-22,00:00
115270,3.89,4.39,,plaza_vea,2022-08-22,00:00
20201271,7.49,8.3,,plaza_vea,2022-08-22,00:00
20198831,3.4,,,plaza_vea,2022-08-22,00:00
20200697,5.7,,,plaza_vea,2022-08-22,00:00
20200723,6.8,,,plaza_vea,2022-08-22,00:00
20198834,5.4,,,plaza_vea,2022-08-22,00:00
88406,5.9,,,plaza_vea,2022-08-22,00:00
59435,2.9,,,plaza_vea,2022-08-22,00:00
60356,7.7,,,plaza_vea,2022-08-22,00:00
60110,9.99,,,plaza_vea,2022-08-22,00:00
51634,4.5,,,plaza_vea,2022-08-22,00:00
28442,8.4,,,plaza_vea,2022-08-22,00:00
93828,,,,plaza_vea,2022-08-22,00:00
58926,2.2,,,plaza_vea,2022-08-22,00:00
20200321,8.7,,,plaza_vea,2022-08-22,00:00
20187583,9.9,,,plaza_vea,2022-08-22,00:00
20138384,8.99,,,plaza_vea,2022-08-22,00:00
20200344,10.7,,,plaza_vea,2022-08-22,00:00
20200331,9.5,,,plaza_vea,2022-08-22,00:00
16287,8.93,11.9,,wong,2022-08-22,00:00
444015,8.1,10.8,,wong,2022-08-22,00:00
129348,,,,wong,2022-08-22,00:00
29868,10.88,14.5,,wong,2022-08-22,00:00
16282,,,,wong,2022-08-22,00:00
770754,10.8,,,wong,2022-08-22,00:00
129347,7.12,9.5,,wong,2022-08-22,00:00
444016,10.5,14.0,,wong,2022-08-22,00:00
444014,6.75,9.0,,wong,2022-08-22,00:00
380407,6.83,9.1,,wong,2022-08-22,00:00
16293,12.68,16.9,,wong,2022-08-22,00:00
380394,11.03,14.7,,wong,2022-08-22,00:00
888320,4.83,6.9,,wong,2022-08-22,00:00
407434,,,,wong,2022-08-22,00:00
23983,11.7,15.6,,wong,2022-08-22,00:00
3283,7.9,,,wong,2022-08-22,00:00
141417,29.99,,,wong,2022-08-22,00:00
960497,1.7,,,wong,2022-08-22,00:00
966982,,,,wong,2022-08-22,00:00
756663,11.45,,,wong,2022-08-22,00:00
566904,25.99,,,wong,2022-08-22,00:00
534200,45.99,,,wong,2022-08-22,00:00
70983009,1.7,,,wong,2022-08-22,00:00
879164,13.9,,,wong,2022-08-22,00:00
363453,9.99,,,wong,2022-08-22,00:00
780316,5.6,7.99,,wong,2022-08-22,00:00
780317,5.6,7.99,,wong,2022-08-22,00:00
4061,13.49,,,wong,2022-08-22,00:00
4060,9.99,,,wong,2022-08-22,00:00
76122,5.25,7.0,,wong,2022-08-22,00:00
367584,3.6,4.8,,wong,2022-08-22,00:00
755919,5.55,7.4,,wong,2022-08-22,00:00
546914,11.0,,,wong,2022-08-22,00:00
444026,6.53,8.7,,wong,2022-08-22,00:00
409855,5.0,,,wong,2022-08-22,00:00
409766,7.5,,,wong,2022-08-22,00:00
407433,,,,wong,2022-08-22,00:00
331712,13.65,18.2,,wong,2022-08-22,00:00
3565,9.9,13.2,,wong,2022-08-22,00:00
785881,,,,wong,2022-08-22,00:00
755918,4.65,6.2,,wong,2022-08-22,00:00
16290,8.62,11.5,,wong,2022-08-22,00:00
16281,10.12,13.5,,wong,2022-08-22,00:00
701142,13.12,17.5,,wong,2022-08-22,00:00
435185,,,,wong,2022-08-22,00:00
409648,4.8,,,wong,2022-08-22,00:00
168733,,,,wong,2022-08-22,00:00
350011,,,,wong,2022-08-22,00:00
